rxcui,drug_name,eii_score,eii_rank,eii_percentile,eii_tier,ehi_v6_score,ai_readiness_score,claims_readiness_score,clinical_semantics_score,knowledge_graph_score,explainability_score,eii_framework_version,eii_weighting_method
2605724,influenza A virus A/Delaware/55/2019 (H1N1) antigen,81.3461,6660,77.890615,Operationally Relevant,77.3204,88.0,84.0,63.0,100.0,85.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2605725,influenza B virus B/Singapore/WUH4618/2021 antigen,85.353,5351,82.241471,Operationally Relevant,81.3432,94.0,92.0,63.0,100.0,89.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2605731,Flucelvax Quadrivalent 2022-2023,81.2962,6719,77.686513,Operationally Relevant,71.154,86.5,82.0,75.0,100.0,91.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2605801,anisyl acetate,29.0939,14245,52.600226,Foundational,55.438,7.25,49.0,2.25,17.75,15.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2605948,venlafaxine besylate monohydrate,87.7944,3624,87.976238,Enterprise High,79.8148,88.0,84.0,95.0,94.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606066,Coccinia grandis whole extract,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606067,surinamine,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606073,"SARS-CoV-2 (COVID-19) vaccine, protein NVX-CoV2373",56.1254,10766,64.273862,Operationally Relevant,61.4181,47.0,59.0,49.0,80.0,41.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606074,"SARS-COV-2 (COVID-19) vaccine, subunit, recombinant spike protein",50.5614,11447,62.013806,Operationally Relevant,49.8295,45.75,37.0,57.75,80.0,42.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606311,Bursera graveolens fruit oil,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606479,cobalt oxide,30.6171,13817,54.098633,Foundational,58.182,8.75,51.0,2.25,17.75,16.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606481,cobaltous carbonate,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606482,Cryptomeria japonica whole extract,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606483,Canavalia gladiata whole extract,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606484,iomeprol,81.3985,6606,78.079782,Operationally Relevant,82.0516,90.0,90.0,59.0,80.33,84.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606493,"keratin, type I cytoskeletal 40",17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606512,trimethylsilyl trihydrogen silicate,9.5105,22530,23.762113,Foundational,17.9649,0.0,15.0,0.0,8.71,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606543,silver,85.0623,5542,81.610912,Operationally Relevant,83.3742,92.0,92.0,69.0,85.0,90.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606544,Julie,81.2557,6751,77.580313,Operationally Relevant,65.0191,85.0,65.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606775,dimethicone propyl PG-betaine,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606776,hydrogenated polydecene (3100 CST),17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606777,isostearyl sebacate,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606778,phosphatidylcholine:ceramide cholinephosphotransferase 1,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2606783,Zonisade,87.0743,4547,84.91139,Operationally Relevant,74.9142,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2607010,Zantac Reformulated Aug 2022,80.8271,7008,76.745652,Operationally Relevant,63.5902,85.0,65.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2607019,4'-galactosyllactose,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2607025,vitamin MK6,34.1632,12919,57.030731,Foundational,63.1955,13.75,58.0,1.75,15.42,19.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2607026,Fluroxin,27.0191,15168,49.656511,Foundational,35.8836,9.5,32.0,3.5,73.29,17.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2607147,isomaltulose anhydrous,28.2737,14404,51.793774,Foundational,53.7872,6.25,48.0,1.75,19.75,14.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2607148,isomaltulose,28.2737,14404,51.793774,Foundational,53.7872,6.25,48.0,1.75,19.75,14.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2607150,Cystoseira tamariscifolia,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2607735,influenza A virus A/Norway/16606/2021 (H3N2) antigen,82.4624,6318,79.02728,Operationally Relevant,78.7079,89.5,86.0,63.0,100.0,86.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2607741,venlafaxine besylate,88.8263,2936,90.259525,Enterprise High,81.2544,89.5,86.0,95.0,94.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2607745,FluMist Quadrivalent 2022-2023,81.2962,6719,77.686513,Operationally Relevant,71.154,86.5,82.0,75.0,100.0,91.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2607767,Bifidobacterium bifidum BGN4,9.9435,22363,25.511085,Foundational,17.9649,0.0,15.0,0.0,13.04,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2608530,phospholipase D1,29.507,14069,53.034979,Foundational,57.0082,7.75,50.0,1.75,15.42,15.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2608535,Zoryve,85.0119,5557,81.559472,Operationally Relevant,72.7064,86.5,82.0,92.0,100.0,98.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2608946,"2,4,5-T triethylammonium",9.5105,22530,23.762113,Foundational,17.9649,0.0,15.0,0.0,8.71,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2609244,C30-45 alkyl cetearyl dimethicone crosspolymer,22.6877,16010,45.942851,Foundational,47.3891,4.5,36.0,0.0,8.71,13.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2609598,Kyzatrex,87.7845,3657,87.856764,Enterprise High,77.2817,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2609844,ethylcellulose aqueous dispersion type A,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2609900,Nymphaea caerulea flower volatile oil,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2609928,Regener-Eyes,80.7563,7056,76.584694,Operationally Relevant,63.3542,85.0,65.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610129,Pheburane,71.6322,9291,69.16899,Operationally Relevant,64.3991,74.75,74.0,56.75,100.0,77.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610241,1-dehydro-7.alpha.-methyltestosterone,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610243,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 OMICRON (BA.4/BA.5)",88.0102,3363,88.842427,Enterprise High,80.0341,89.5,86.0,88.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610292,fingolimod lauryl sulfate,89.0779,2894,90.398911,Enterprise High,81.5098,90.0,87.0,94.5,94.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610296,Tascenso,80.6844,7076,76.519979,Operationally Relevant,63.1145,85.0,65.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610306,Clorrelief,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610316,pentapeptide-34 trifluoroacetate,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610326,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (BA.4/BA.5)",85.5329,5269,82.516926,Operationally Relevant,77.9431,88.0,84.0,81.0,100.0,98.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610349,betibeglogene autotemcel,83.0448,6167,79.536705,Operationally Relevant,80.8993,87.5,87.0,65.5,100.0,84.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610355,Zynteglo,72.2411,9195,69.485929,Operationally Relevant,63.5536,75.5,71.0,65.5,100.0,76.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610396,Locasia macrorrhizos whole extract,9.5105,22530,23.762113,Foundational,17.9649,0.0,15.0,0.0,8.71,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610397,Ardisia crenata root extract,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610398,Ardisia gigantifolia whole extract,9.5105,22530,23.762113,Foundational,17.9649,0.0,15.0,0.0,8.71,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610399,Artocarpus styracifolius root extract,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610400,Calophyllum membranaceum root extract,9.5105,22530,23.762113,Foundational,17.9649,0.0,15.0,0.0,8.71,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610401,ethylcellulose aqueous dispersion type B,21.1544,16639,42.806651,Foundational,44.6113,3.0,34.0,0.0,8.71,12.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610402,Kadsura coccinea whole extract,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610403,Millettia pulchra whole extract,9.5105,22530,23.762113,Foundational,17.9649,0.0,15.0,0.0,8.71,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610404,Piper wallichii leafy twig extract,9.5105,22530,23.762113,Foundational,17.9649,0.0,15.0,0.0,8.71,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610405,Sarcandra glabra whole extract,9.5105,22530,23.762113,Foundational,17.9649,0.0,15.0,0.0,8.71,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610406,olipudase alfa-rpcp,71.1938,9339,69.009691,Operationally Relevant,66.0625,77.0,73.0,53.5,100.0,70.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610407,olipudase alfa,80.3583,7205,76.091862,Operationally Relevant,80.2777,87.5,87.0,53.5,100.0,77.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610412,Xenpozyme,69.8264,9470,68.574937,Operationally Relevant,63.8381,75.5,71.0,53.5,100.0,69.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610417,spesolimab,88.3738,3047,89.891146,Enterprise High,82.8292,91.0,91.0,80.5,100.0,96.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610418,spesolimab-sbzo,78.6895,7872,73.878269,Operationally Relevant,69.215,79.0,75.0,80.5,100.0,88.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610424,Spevigo,76.7699,8484,71.843887,Operationally Relevant,65.1497,77.5,73.0,80.5,100.0,87.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610747,Heracleum hemsleyanum whole extract,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610748,Homalomena occulta root extract,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2610991,Medicasp,79.1968,7633,74.639918,Operationally Relevant,67.156,80.5,76.0,83.0,100.0,91.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611243,Lypqozet,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611261,Auvelity,87.9415,3426,88.633347,Enterprise High,77.8049,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611453,Gryllus bimaculatus extract,9.5105,22530,23.762113,Foundational,17.9649,0.0,15.0,0.0,8.71,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611454,Engraulis japonica extract,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611455,silandrone,9.5105,22530,23.762113,Foundational,17.9649,0.0,15.0,0.0,8.71,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611504,Nolvadent,76.781,8478,71.858821,Operationally Relevant,60.9367,85.0,65.0,81.0,100.0,96.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611514,Nolvasan,76.781,8478,71.858821,Operationally Relevant,60.9367,85.0,65.0,81.0,100.0,96.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611541,trientine tetrahydrochloride,94.6988,1353,95.513076,Strategic Priority,86.3293,97.0,96.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611545,Cuvrior,87.1332,4494,85.078986,Enterprise High,75.1106,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611696,inulin lauryl carbamate,43.1396,11854,60.663082,Operationally Relevant,57.202,33.5,52.0,38.0,28.79,29.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611697,riboflavin 5'-phosphate sodium dihydrate,58.8357,10477,65.232975,Operationally Relevant,58.8008,48.25,55.0,79.25,53.58,60.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611787,Valcor,70.0616,9454,68.628037,Operationally Relevant,57.4555,78.0,58.0,69.5,100.0,81.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611946,Javygtor,82.3102,6352,78.921081,Operationally Relevant,69.1173,81.5,77.0,93.5,100.0,97.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2611974,Lidotran,81.3432,6667,77.852449,Operationally Relevant,65.3108,85.0,65.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612076,Synovex H,80.2408,7263,75.899376,Operationally Relevant,64.1361,85.0,65.0,95.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612082,Synovex S,80.239,7264,75.894398,Operationally Relevant,64.13,85.0,65.0,95.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612087,deucravacitinib,91.3885,2216,92.645692,Enterprise High,84.2115,93.0,93.0,90.5,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612093,Sotyktu,80.2568,7238,75.979026,Operationally Relevant,67.4392,79.5,75.0,90.5,100.0,93.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612150,Brassica napus whole extract,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612151,dilinoleic acid/butanediol copolymer,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612152,polyglyceryl-5 polyricinoleate,17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612153,adalimumab-bwwd,95.191,1195,96.037435,Strategic Priority,93.97,92.5,90.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612428,4-acetylanisole,30.8972,13609,54.647883,Foundational,59.3091,9.25,52.0,1.75,15.42,16.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612432,Terlivaz,74.1788,8949,70.302336,Operationally Relevant,64.7628,78.5,74.0,67.0,100.0,79.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612441,Daxxify,87.3688,4219,85.999934,Enterprise High,75.8959,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612452,daxibotulinumtoxinA-lanm,89.5586,2751,90.87349,Enterprise High,81.1954,88.0,84.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612496,glyceryl acrylate - acrylic acid copolymer (300000 CP AT 2%),17.9482,18355,32.566706,Foundational,36.2574,1.5,32.0,0.0,8.71,11.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612526,eflapegrastim,85.9306,5039,83.276915,Operationally Relevant,80.6855,88.5,87.0,78.5,100.0,92.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612527,elivaldogene autotemcel,79.0088,7718,74.389354,Operationally Relevant,77.9876,81.25,84.0,58.75,100.0,79.5,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612532,Simplera,80.3815,7197,76.116753,Operationally Relevant,64.605,85.0,65.0,95.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612537,eflapegrastim-xnst,80.9317,6968,76.878402,Operationally Relevant,73.3557,82.5,79.0,78.5,100.0,88.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
2612543,Rolvedon,71.9463,9262,69.265233,Operationally Relevant,57.9042,78.0,58.0,78.5,100.0,85.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
